# Timestamp,shipid,x,y,heading,course,speed,shiptype,destination,cluster_label
2020-03-01 16:25:30+00:00,c671bcf6-2fa2-4e2f-b536-1995122de063,23.635483333333333,37.89501666666667,336.0,337.0,23.2,60.0,TIN SYR PIR,40
